leagueID,League,season,name,teamID,Games_Played,Wins,Draws,Losses,Goals_Scored,Goals_Conceded,Avg_Shots,Avg_Shots_On_Target,Avg_Fouls,Avg_Corners,Avg_Yellow_Cards,Avg_Red_Cards,Goals_Per_Game,Shots_Per_Goal
2,Serie A,2016,Fiorentina,110,38,16,12,10,63,57,16.16,5.95,14.08,6.16,2.42,0.16,1.66,0.09
1,Premier League,2016,Everton,72,38,17,10,11,62,44,13.21,5.03,12.08,5.16,1.87,0.05,1.63,0.08
2,Serie A,2016,Atalanta,107,38,21,9,8,62,41,14.11,5.26,15.87,6.03,2.24,0.08,1.63,0.08
3,Bundesliga,2016,Werder Bremen,123,34,13,6,15,61,64,11.09,4.53,14.0,3.76,1.97,0.06,1.79,0.07
2,Serie A,2016,Sassuolo,104,38,14,7,17,60,61,11.66,4.45,13.63,5.79,2.37,0.05,1.58,0.07
4,La Liga,2016,Real Sociedad,140,38,19,7,12,59,53,12.92,4.37,13.89,5.68,2.08,0.16,1.55,0.07
5,Ligue 1,2016,Marseille,164,38,17,11,10,57,41,12.24,4.32,13.13,5.08,1.79,0.03,1.5,0.08
2,Serie A,2016,AC Milan,111,38,18,9,11,57,45,14.61,5.0,13.71,6.37,2.13,0.32,1.5,0.09
4,La Liga,2016,Eibar,156,38,15,9,14,56,51,11.89,4.71,13.55,5.13,2.39,0.18,1.47,0.08
4,La Liga,2016,Valencia,146,38,13,7,18,56,65,11.87,4.5,14.47,4.71,2.84,0.16,1.47,0.08
4,La Liga,2016,Villarreal,154,38,19,10,9,56,33,11.26,4.42,13.34,4.45,2.34,0.11,1.47,0.08
1,Premier League,2016,Bournemouth,73,38,12,10,16,55,67,11.92,4.24,9.63,5.03,1.34,0.08,1.45,0.08
2,Serie A,2016,Cagliari,116,38,14,5,19,55,76,11.24,4.58,14.66,3.79,2.55,0.18,1.45,0.08
1,Premier League,2016,Manchester United,89,38,18,15,5,54,29,15.53,5.53,13.08,5.71,2.0,0.05,1.42,0.1
3,Bundesliga,2016,Bayer Leverkusen,119,34,11,8,15,53,55,13.12,5.18,14.06,4.38,1.47,0.12,1.56,0.1
4,La Liga,2016,Athletic Club,147,38,19,6,13,53,43,12.79,4.87,13.13,5.79,2.29,0.05,1.39,0.09
4,La Liga,2016,Celta Vigo,152,38,13,6,19,53,69,10.63,3.92,13.5,3.37,2.58,0.21,1.39,0.07
4,La Liga,2016,Las Palmas,144,38,10,9,19,53,74,11.55,4.82,12.26,4.71,2.58,0.16,1.39,0.09
5,Ligue 1,2016,Bordeaux,176,38,15,14,9,53,43,11.84,4.08,11.63,4.24,1.68,0.13,1.39,0.08
3,Bundesliga,2016,FC Cologne,134,34,12,13,9,51,42,10.53,3.5,14.0,3.65,2.12,0.03,1.5,0.07
1,Premier League,2016,Crystal Palace,78,38,12,5,21,50,63,11.55,3.61,12.34,5.32,2.03,0.0,1.32,0.07
4,La Liga,2016,Espanyol,141,38,15,11,12,49,50,9.03,3.37,14.92,3.63,2.11,0.05,1.29,0.07
4,La Liga,2016,Malaga,137,38,12,10,16,49,55,12.89,4.39,14.39,5.39,2.84,0.18,1.29,0.09
2,Serie A,2016,Sampdoria,102,38,12,12,14,49,55,13.26,4.39,13.45,5.13,1.92,0.11,1.29,0.09
5,Ligue 1,2016,Montpellier,166,38,10,9,19,48,66,13.21,4.16,10.53,5.05,1.18,0.13,1.26,0.09
1,Premier League,2016,Leicester,75,38,12,8,18,48,63,11.39,3.82,11.87,5.18,1.87,0.03,1.26,0.08
1,Premier League,2016,West Ham,81,38,12,9,17,47,64,13.11,3.63,10.74,4.53,2.03,0.13,1.24,0.08
2,Serie A,2016,Udinese,99,38,12,9,17,47,56,11.42,4.11,12.74,4.71,2.21,0.05,1.24,0.09
5,Ligue 1,2016,Dijon,181,38,8,13,17,46,58,11.24,4.11,13.0,4.53,1.79,0.16,1.21,0.09
5,Ligue 1,2016,Guingamp,169,38,14,8,16,46,53,11.71,4.37,13.03,5.21,1.5,0.11,1.21,0.1
3,Bundesliga,2016,Borussia M.Gladbach,130,34,12,9,13,45,49,12.06,4.29,12.32,4.18,1.35,0.06,1.32,0.1
3,Bundesliga,2016,Schalke 04,124,34,11,10,13,45,40,13.03,4.03,14.94,4.71,2.03,0.09,1.32,0.09
1,Premier League,2016,Swansea,84,38,12,5,21,45,70,10.66,3.82,10.55,5.16,1.47,0.0,1.18,0.08
3,Bundesliga,2016,Mainz 05,125,34,10,7,17,44,55,12.18,4.47,14.5,5.59,1.97,0.21,1.29,0.1
5,Ligue 1,2016,Lorient,179,38,10,6,22,44,70,11.24,3.87,11.71,4.97,1.76,0.13,1.16,0.09
3,Bundesliga,2016,Hertha Berlin,122,34,15,4,15,43,47,10.18,3.74,13.91,3.44,1.85,0.09,1.26,0.09
4,La Liga,2016,Deportivo La Coruna,139,38,8,12,18,43,61,12.11,3.82,14.11,5.05,2.42,0.11,1.13,0.09
1,Premier League,2016,West Bromwich Albion,76,38,12,9,17,43,51,10.47,3.24,11.82,4.16,2.11,0.0,1.13,0.08
2,Serie A,2016,Chievo,109,38,12,7,19,43,61,10.76,3.39,14.61,3.87,2.16,0.11,1.13,0.08
3,Bundesliga,2016,Freiburg,135,34,14,6,14,42,60,11.94,4.26,13.09,4.12,1.65,0.03,1.24,0.1
4,La Liga,2016,Sporting Gijon,149,38,7,10,21,42,72,9.87,3.55,14.92,4.66,2.95,0.11,1.11,0.08
4,La Liga,2016,Alaves,158,38,14,13,11,41,43,10.34,3.5,14.21,3.63,2.97,0.13,1.08,0.09
4,La Liga,2016,Real Betis,153,38,10,9,19,41,64,11.63,3.97,15.11,4.45,2.68,0.13,1.08,0.1
5,Ligue 1,2016,Saint-Etienne,175,38,12,14,12,41,42,10.63,3.34,12.71,4.79,1.37,0.18,1.08,0.08
1,Premier League,2016,Southampton,74,38,12,10,16,41,48,14.47,4.71,11.16,5.26,1.53,0.05,1.08,0.11
1,Premier League,2016,Stoke,85,38,11,11,16,41,56,11.18,3.61,11.42,4.95,1.84,0.05,1.08,0.09
4,La Liga,2016,Osasuna,157,38,4,10,24,40,94,10.32,3.79,14.92,3.76,2.58,0.08,1.05,0.09
5,Ligue 1,2016,Angers,167,38,13,7,18,40,49,13.92,4.66,11.45,5.13,1.53,0.13,1.05,0.12
5,Ligue 1,2016,Lille,160,38,13,7,18,40,47,12.84,4.05,14.13,4.34,1.55,0.16,1.05,0.1
5,Ligue 1,2016,Nantes,168,38,14,9,15,40,54,12.03,3.66,13.95,4.97,2.0,0.08,1.05,0.09
1,Premier League,2016,Watford,90,38,11,7,20,40,68,11.11,3.76,13.61,4.32,2.18,0.13,1.05,0.09
2,Serie A,2016,Bologna,97,38,11,8,19,40,58,11.08,3.82,12.79,4.11,2.21,0.29,1.05,0.1
5,Ligue 1,2016,Metz,180,38,11,10,17,39,72,9.39,3.08,13.53,3.55,1.87,0.18,1.03,0.08
1,Premier League,2016,Burnley,92,38,11,7,20,39,55,10.26,3.16,11.21,3.92,1.71,0.05,1.03,0.08
2,Serie A,2016,Genoa,101,38,9,9,20,38,64,11.76,3.89,16.39,5.05,2.34,0.21,1.0,0.1
5,Ligue 1,2016,Toulouse,174,38,10,14,14,37,41,10.03,3.47,14.84,4.03,2.29,0.11,0.97,0.09
1,Premier League,2016,Hull,91,38,9,7,22,37,80,10.45,3.32,10.61,4.71,1.76,0.13,0.97,0.09
3,Bundesliga,2016,Eintracht Frankfurt,132,34,11,9,14,36,43,11.26,3.65,15.82,4.41,2.41,0.18,1.06,0.1
3,Bundesliga,2016,Ingolstadt,126,34,8,8,18,36,57,13.38,4.76,16.29,4.65,2.03,0.18,1.06,0.13
4,La Liga,2016,Leganes,159,38,8,11,19,36,55,10.74,3.47,16.95,4.03,2.76,0.08,0.95,0.1
5,Ligue 1,2016,Caen,165,38,10,7,21,36,65,12.18,3.66,11.53,4.45,1.55,0.05,0.95,0.1
